Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
ANO1,7.246631,7.2574,12.569467,12.6669
ESPN,2.988027,3.0,7.976135,8.049
SLC1A2,9.971319,10.2889,6.08654,6.0224
PADI1,1.711367,2.0,9.214255,9.7977
CCDC144NL-AS1,1.78363,1.585,6.34808,6.5392
MYO1A,2.480335,2.3219,8.362234,8.5392
CRABP2,4.649475,4.5236,10.584193,10.6321
DMBT1,5.596043,5.3576,11.74677,12.3958
C6orf15,0.106317,0.0,4.2977,3.9069
FAM217A,4.265914,4.3923,1.438091,1.0
ADHFE1,9.526827,9.7219,7.144232,7.3216
CHRNB3,4.144202,4.1699,1.669781,1.0
PNOC,0.814162,1.0,5.380777,5.4222
FAM95B1,5.804977,6.0411,4.458115,4.7268
ACADL,9.867328,10.0566,5.676998,5.7279
CDC45,2.421026,2.3219,7.651511,7.7279
CEACAM1,6.014513,6.0661,11.400944,11.5045
RP11-478J18.2,5.011244,5.0444,2.878441,3.0
RP11-667K14.4,0.246826,0.0,5.454527,5.7975
SLC16A3,7.036918,6.9894,12.609691,12.7825
TGFBI,8.695269,8.6618,13.387561,13.5132
SULT1B1,3.474328,3.3219,9.365017,9.5275
IGKV1-8,1.550384,0.0,7.409825,7.8413
RP11-45A17.4,5.866058,6.1293,1.911178,2.0
CEL,19.386372,19.8032,10.892111,10.6921
BIRC5,3.956132,3.8074,9.189422,9.236
DNAJC5B,0.881228,1.0,5.425321,5.8329
IGKC,8.37308,8.2581,14.953115,15.0672
LGR5,1.904901,2.0,7.427636,7.4594
GSG1,5.534795,5.9307,2.331277,2.0
TNFRSF18,1.900692,2.0,6.409125,6.4094
